"Card Name","Card Description","Labels","Members","Due Date","List Name"
"📝 NEW #31: gambar kitchen set minimalis","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 100

📌 INFORMASI DASAR
Keyword Utama     : gambar kitchen set minimalis
Search Volume     : 1000/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/gambar-kitchen-set-minimalis
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Inspirational
Fokus: visual, gallery, inspirasi

🔑 KEYWORD STRATEGY
PRIMARY: ""gambar kitchen set minimalis""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""gambar kitchen set minimalis""
SEARCH VOLUME: 1000/bulan
URL TARGET: https://www.sesoris.com/blog/gambar-kitchen-set-minimalis

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-16","Inbox"
"📝 NEW #32: rak penyimpanan barang","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 88

📌 INFORMASI DASAR
Keyword Utama     : rak penyimpanan barang
Search Volume     : 880/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-penyimpanan-barang
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak penyimpanan barang""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak penyimpanan barang""
SEARCH VOLUME: 880/bulan
URL TARGET: https://www.sesoris.com/blog/rak-penyimpanan-barang

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-17","Inbox"
"📝 NEW #33: desk organizer","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 88

📌 INFORMASI DASAR
Keyword Utama     : desk organizer
Search Volume     : 880/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/desk-organizer
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""desk organizer""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""desk organizer""
SEARCH VOLUME: 880/bulan
URL TARGET: https://www.sesoris.com/blog/desk-organizer

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-18","Inbox"
"📝 NEW #34: desain kitchen set minimalis","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 88

📌 INFORMASI DASAR
Keyword Utama     : desain kitchen set minimalis
Search Volume     : 880/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/desain-kitchen-set-minimalis
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Inspirational
Fokus: visual, gallery, inspirasi

🔑 KEYWORD STRATEGY
PRIMARY: ""desain kitchen set minimalis""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""desain kitchen set minimalis""
SEARCH VOLUME: 880/bulan
URL TARGET: https://www.sesoris.com/blog/desain-kitchen-set-minimalis

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-20","Inbox"
"📝 NEW #35: contoh kitchen set minimalis","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 88

📌 INFORMASI DASAR
Keyword Utama     : contoh kitchen set minimalis
Search Volume     : 880/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/contoh-kitchen-set-minimalis
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Inspirational
Fokus: visual, gallery, inspirasi

🔑 KEYWORD STRATEGY
PRIMARY: ""contoh kitchen set minimalis""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""contoh kitchen set minimalis""
SEARCH VOLUME: 880/bulan
URL TARGET: https://www.sesoris.com/blog/contoh-kitchen-set-minimalis

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-21","Inbox"
"📝 NEW #36: dekorasi dapur minimalis","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 88

📌 INFORMASI DASAR
Keyword Utama     : dekorasi dapur minimalis
Search Volume     : 880/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/dekorasi-dapur-minimalis
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""dekorasi dapur minimalis""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""dekorasi dapur minimalis""
SEARCH VOLUME: 880/bulan
URL TARGET: https://www.sesoris.com/blog/dekorasi-dapur-minimalis

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-22","Inbox"
"📝 NEW #37: box storage","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 72

📌 INFORMASI DASAR
Keyword Utama     : box storage
Search Volume     : 720/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/box-storage
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""box storage""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""box storage""
SEARCH VOLUME: 720/bulan
URL TARGET: https://www.sesoris.com/blog/box-storage

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-23","Inbox"
"📝 NEW #38: kotak penyimpanan","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 72

📌 INFORMASI DASAR
Keyword Utama     : kotak penyimpanan
Search Volume     : 720/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/kotak-penyimpanan
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""kotak penyimpanan""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""kotak penyimpanan""
SEARCH VOLUME: 720/bulan
URL TARGET: https://www.sesoris.com/blog/kotak-penyimpanan

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-24","Inbox"
"📝 NEW #39: kotak penyimpanan barang","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 72

📌 INFORMASI DASAR
Keyword Utama     : kotak penyimpanan barang
Search Volume     : 720/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/kotak-penyimpanan-barang
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""kotak penyimpanan barang""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""kotak penyimpanan barang""
SEARCH VOLUME: 720/bulan
URL TARGET: https://www.sesoris.com/blog/kotak-penyimpanan-barang

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-25","Inbox"
"📝 NEW #40: rak penyimpanan","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 59

📌 INFORMASI DASAR
Keyword Utama     : rak penyimpanan
Search Volume     : 590/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-penyimpanan
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak penyimpanan""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak penyimpanan""
SEARCH VOLUME: 590/bulan
URL TARGET: https://www.sesoris.com/blog/rak-penyimpanan

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-27","Inbox"
"📝 NEW #41: rak dapur sederhana","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 59

📌 INFORMASI DASAR
Keyword Utama     : rak dapur sederhana
Search Volume     : 590/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-dapur-sederhana
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak dapur sederhana""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak dapur sederhana""
SEARCH VOLUME: 590/bulan
URL TARGET: https://www.sesoris.com/blog/rak-dapur-sederhana

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-04-28","Inbox"
